"520525774508802048","How 3-D Printing is Revolutionizing the Display of Big Data http://t.co/xrtwdPIAlL"
"520525775070842880","So  not going to my aunt's because my mom is a butt."
"520525775251189760","@MILLERRR_TIME that's my face lol"
"520525774332624896","Straight flexing in school🎓📚💚💯👊💖😭😻 http://t.co/WTpOcKXfzh"
"520525774613655553","Fall ball this wknd - Varsity Sat 3p v Methacton 1005 Kriebel Mill Rd Eagleville; JV Sun 9a at Somerton. Be there 1 hr before #ARbaseball"
"520525776048095232","I wish I could sleep forever"
"520525775989403648","@__stunna yae"
"520525776257835009","h u n g r y 😤"
"520525777927176192","you say im crazy cause you don't think i know what you've doneee 🌾"
"520525781186121728","Hate going to school in a bad mood"
"520525781974667264","@pepibumur its a strong WIP  probably will be working within tops of 2 months. Likely less."
"520525782490574848","@VittoriaCBS3 @evontiehl happy weekend ladies ‼️‼️"
"520525784231182337","Anyone want tickets to go see @Cody_Calafiore from big brother this Saturday?"
"520525787477585920","Happy Friday 😈 http://t.co/dbK56teayo"
"520525790069682176","I'm skippin first period idc I ain't do that essay"
"520525791126646785","I'm so not ready to head back to work"
"520525796314980353","I'm tired of second guessing &amp; wondering . If you want me then say that shit   if not then don't lead me on 💯"
"520525797472616448","Texas Nationalist Movement Info Booth  Downtown Canton Square  100 Buffalo St  Canton  TX  10/11 @ 9AM  POC ann.edmondson@texnat.org"
"520525800869621760","Sunrise Senior Living: Care Manager - Care Giver - AL (#Marlboro  NJ) http://t.co/N5o0RMhn2t #Nursing #Job #Jobs #TweetMyJobs"
"520525802350600192","Good morning #goodbye #nyc #home #sunrise #skyfall #light #fantastic @ Queensboro Bridge http://t.co/sxDddMR3f1"
"520525807366979584","@inkreidable HAPPY BIRTHDAY !"
"520525807828344832","My bed is way to comfortable."
"520525810156183552","Always loved this simple stamp 🎃 @ Camden Children's Garden &amp; Camden City Garden Club  Inc (CCG &amp; CCGC) http://t.co/Z0JaqlWaL9"
"520525811351556096","So this just happened http://t.co/JN2idf41kG"
"520525812030644224","yall say anything for twitter 😂"
"520525811481604097","in love with this shirt😋 http://t.co/JDKZ4cJh98"
"520525820449030144","I have 10 minutes to get ready lmao"
"520525831459049473","Supposed to be super cold today 😍"
"520525833447178240","@poeticjayyy idk"
"520525834315374593","Happy birthday Brooke!! Love you 😘❤️ @brookesthename"
"520525840762019840","@Miohael5SOS it's all good hahah"
"520525846369804288","Yea im not fucking hammered at work or anything #imsofucked"
"520525847531646976","@oliviadurrr I tweeted that while I was in my bed wow calm yoself"
"520525854343168000","Friendly.i was using my Asia t100 when I looked out the windows and saw her on my lawn  looking down in such a way so I couldn't see her fac"
"520525855584702464","Its friday so i can wait to get this work hrs over.. LETS GET IT! #TRUTH"
"520525856457113600","picture day's today 💀💀😭👋👋 http://t.co/tbMcQNlVrH"
"520525858222915584","It's BRICK"
"520525867202932736","Despertarme con un sangrado por la nariz  tan chevere."
"520525868805160961",""@WorldStarDaily: When you trying to be lowkey but the weed in your pocket too loud👃😳 http://t.co/XwlctLchhk"@jonkuneck2168"
"520525870214025216","Lmao my sweatshirt ripped"
"520525870101188609","Lol da music of da 90s 🎼"
"520525871405608960","Glad everyone having a good day expect me 😣"
"520525875721560064","I got 17 days to get to 15k lmao"
"520525876057108481","freshman are annoying as fuck on the bus"
"520525878317830144","@brosandcraft I'm in Delaware"
"520525878477213696",""@CougarTrainee: @ViteezyfromVA if it was a good BLT? Or PB&amp;J"  A crabcake sandwich"
"520525879383166976","@rboyel12 happy birthday! 🎈🎁🎉"
"520525883850104832","Still fucking angry ✔️"
"520525883820769280",""They may back you up with words but thats about where the support could end""
"520525885553012736","Todder is my favorite person in the world"
"520525892851093504","@Lydia_Jaffee does Mrs Hayden have your address for Sunday?"
"520525895405404160","The day we was in school &amp; baby gave me some money lol . that was a gift from god. I was hungry 😂"
"520525899608109056","It's waayyyy to early for this shit 😩"
"520525899427762176","@DrakeNYC @iRealFrankOcean http://t.co/Vq4gmcIIYf check this"
"520525900027539456","O - 60mph in 3 seconds? Holy smokes. "@TechCrunch: Tesla's newest car has set the bar high http://t.co/fOqFQccfix http://t.co/WdT1BnHLO6""
"520525905362690048","Happy ALCS everyone. LETS GO ORIOLES!!!!!!!"
"520525907094958080","@__Cierraa_ ayo stop playing w me"
"520525908898504704","I'm sitting here listening to hot nigga and I can't help from laughing"
"520525912736276480","@KBarrettFox29 enjoy the weekend KB😎"
"520525913101176832","@lucy25 Ah you queer Christians in England know how to do it. Meet you for beer and hymns in 10 months?"
"520525915911372800","🎧❤️ http://t.co/6kQBj2Efdm"
"520525928267788288","I.  Hate.  School."
"520525932277538816","@blink182 ❤️❤️❤️❤️ http://t.co/6ZNoOTxBf6"
"520525934466969600","United does love me! Upgraded again! @ Newark Liberty International Airport http://t.co/D7Rfk1gR3D"
"520525940359966720","@_lobes @PburyChannel"
"520525946617880576","😭😭😭😭"
"520525950824755200","Yo se la soledad te da un cierto confor no te deja olvidar rico viernes día de pagoooo"
"520525953479770112","#msnbc #morningjoe evidence supports fact that first AA POTUS @BarackObama has presided over times more difficult than any since FDR-gets A-"
"520525958508716032","#sunrise #Fall @ Stewart's Bar and Grill http://t.co/HZqeKJaHvb"
"520525961134362624","@katmorrillxo ut oh"
"520525963135029248","Cali weed blowin like a rasta mon"
"520525965462867968","So late today 😭😭"
"520525966209466368","hopefully see some old friends tonight"
"520525968318820353","Thank GOD for waking me up this morning"
"520525970764472321","Drake is life rn.."
"520525972404453376","brought sand to the beach cuz my beach is better 🙆"
"520525975361421312","Tgibf: Thank god it's bagel Friday"
"520525978708504577","Can this bitch turn her music down"
"520525979257950208","Let's go to Bahamas this morning @carly_levinson @AlexaLevinson @vinsciortino @ brad"
"520525980268781568","#VIP #VIPs all ➡️➡️ @LanaxxCLaire  @kvaman @LeighPrivLopez @kmpasso ❤️ @L2014L14  @Immarisingstar @Twitlertwit @renee88983664 @LikwidKurage"
"520525994953043968","@mayanaaaa____ my little girl growing up"
"520525999688396800","Oil at a four-year low. Should be a less expensive winter to heat buildings in #nyc - let's hope for a mild one to boot!"
"520526002036822017","@_Dollzz yall dooooo🙀 pretty as hell😻🙌"
"520526001932357632","What is the weather going to be!"
"520526002297257984","@__stunna I miss you yo 😭"
"520526004541206529","my phone could have deleted any other messages and i honestly wouldn't have cared but deleting baes messages is to much😤"
"520526006487367680","Texas Nationalist Movement Info Booth  Carthage Civic Center  1702 South Adams  Carthage  TX  10/11 @ 10AM  POC les.cooksey@texnat.org"
"520526006218940417","Le secrétaire d’Etat américain @JohnKerry  exhorte les sénateurs à accélérer le processus électoral #ElectionsHaiti http://t.co/2JPOCA9vvY"
"520526013097582592","@DzWashington @iRealFrankOcean check this out http://t.co/Vq4gmcIIYf"
"520526013244395520","http://t.co/Gv7FTrPyti us getting ready for this weekend @carley_mm @_marisssaaa_"
"520526020768989184","do you ever have that one person that texts U 24/7 and you don't want to text them but you don't wanna be rude"
"520526022333435905","I'm probably bring dramatic"
"520526026330624000","Happy birthday Dad   I think about you all the time . #R.I.P. 1-30-13 🙏"
"520526028004143104","#FF @DavaFoxx @gillellisyoung @TeannaTrump @FltAttendantXXX @SeaGalJessicaI @Ginger_Zee @heatherorourke7 @HoseLover2 @Hooters @ianlong50"
"520526029316976640","@kjmci Why dollars  tourist?"
"520526030239727616","@LaurennMunchh Happy Birthday💕"
"520526030633984001","@Trudy_Losee rt quote fav"
"520526033338912768","👈👈👈#BLESSED"
"520526040033402880","Getting to see the sunrise every morning is a treat."
"520526040578682880","It's officially Friday and I wanna do something tonight"
"520526045767024641","So aggravated"
"520526049197969408","it's going to be such a shitty Friday and an even worse weekend"
"520526052146552832","Couldn't even wait till we got to the bedroom"
"520526059692109824","Every time I'm home my dad brings me coffee in bed as I snuggle with the pup. One of the many reasons I love being home😊"
"520526062980431872","💃"
"520526065794809857","I guess its ok if they married @FrancisJstn: Wtf Is Going On… RT @Rholli_: I only suck dick if you a bad bitch! 😏 http://t.co/F7KO8gmN2D""
"520526066151346176","y'all bitches that dont reply to my texts  and don't wanna chill  and got bfs and shit. Can't wait to stunt on y'all.."
"520526066633695232","happy birthday!😊 @Mike_Reilly_"
"520526067191517184","It's gonna be cold as shit this weekend❄"
"520526069976530944","Thank god it's Friday! I'm completely over this week"
"520526070937038848","Welp   school today 😤"
"520526074313453568","@ToniDivamoment LOL We must talk soon. You are amazing and we must showcase it to the world. :)"
"520526074497990656","@MLonWLXG @NBCNewYork @NASA thank you!"
"520526075437514752","What if there isn't even a world... How is all this happening right now"
"520526076867792896","Mawning"
"520526078692319232","I'm probably being dramatic."
"520526079204016128","#FBCGLive @TriinaEJenkins Our #HeLovesMe2014 begins tonight!  Get ready  get ready to receive and experience His love! Spread His love!"
"520526081422413824","Greetings from #WashingtonDC via @Bible_Time: I know that #God will give you whatever you ask of him. -John 11.22.  #MMOB  #GB"
"520526086263029761","@MeganFoxNYC @iRealFrankOcean http://t.co/Vq4gmcIIYf check this out"
"520526085768093696","Usually get to the term around 6:15 and its 6:50 😩"
"520526087181586432","I think my hands might freeze off"
"520526088590467074","#Healthcare #Job alert: Medical Technologist  Lab-He... | Saint Barnabas Medical Center | #Livingston  NJ http://t.co/5d1he9LknP"
"520526089488044032","Damn 😍 is this some sort of record? http://t.co/5Y6C0V12no"
"520526095599538176","I can't do this anymore."
"520526100427210752","HomeComing Day👏😎"
"520526101849059328",""You're the only girl I talk to" http://t.co/JCXHkn6U7o"
"520526102549528576","It’s FRIDAY!!! #TGIF"
"520526104780886016","and our @CATTransit bus deiver fell asleep in the parking lot at #shippensburg #walmart again. dude needs to give someone his cell #."
"520526105581985792","@OndoTom76 eggs and sausage. Breakfast of champions."
"520526106802532352","I hate waking up for schoo more than aannyyything 😫😔🔫"
"520526107863687168","Sweats again fuck it"
"520526109776310272","@idalis_herrera np💋"
"520526115006611456","Aw"
"520526117049225216","@gia_vanna happy birthday you fag #firstkiss #itwasok"
"520526117976170496","What is this "school" you speak of?"
"520526120719233024","“@TheFunnyVines: This man must be stopped https://t.co/arKawS1Vvu” @DanTheDonJacobs"
"520526127723720704","@COLRICHARDKEMP Essex's own Sir Evelyn Wood  joined RN as midshipman  transferred to Army  picked up the VC  ended career as Field Marshal."
"520526127417524224","@ambertramontano hbd!!!!😍"
"520526129007198208","Got 2 hours of sleep cause my boyfriend is sick and snores like a train in a tornado 😎"
"520526133000155136","@mut_jbo919 that's right bro. Rise and grind! #ThankGodForAnotherDay"
"520526134849855488","security is everything  let me know you miss me  wanna spend time with me  love me  show me consistency. all the lil things matter the most"
"520526143297183744","Good morning and Happy Friday Family... Take Action Today!! #dosomething #win #takeaction #enjoy… http://t.co/IoWeCGcLNj"
"520526149462409216","2 blessed 2 be stressed"
"520526149685084160","Homecoming tonight! Let's go Bulldogs💙"
"520526149546700800","Starbucks Morris Park kills me! Lines outside the door &amp; it takes 15 minutes to get a cup of coffee. More morning staff please! @Starbucks"
"520526152138760192","I'm working from like 7:30 am to 10:30-11 pm.... No breaks.... Lovely"
"520526156161105922","It's raining 😑"
"520526157251616768","“@bigbandzry: how do ppl smell like dog dis early in the am” white people"
"520526158484766721","“@Scotty_Brooks: Thanks  but I'll stick to camping at Letchworth http://t.co/CbF53w6zQK” No no A MILLION TIMES NO"
"520526162498711552","E. I looked at her for awhile before I went upstairs. The next morning.  I was cutting weeds in my yard with a weed sacked when I saw her."
"520526163622760448",""Watch out for them boys  watch out for the boys in blue.""
"520526165405356032","mad I'm the only one in my class that gets this book👊 http://t.co/OwkaRd3FDY"
"520526172120428545",""Although her name means grief-stricken  her eyes were filled with compassion":Mark Seliger who photographed  #Malala http://t.co/mXXZrIq56m"
"520526175819800577","Good morning everyone"
"520526179728904192","I'm going to make waffles and ponder life..."
"520526185475088384","*goes to bed at midnight* Wow  I've never been so tired in all my lif... *wakes up at 6am for no reason* Shit."
"520526186192334848","keep their heads ringin"
"520526187609980928","Texas Nationalist Movement Membership Drive  Peanut Festival  1420 3rd Street  Floresville  TX  10/11 @ 11AM  Info mark.humphrey@texnat.org"
"520526188423708672","Yo my girlfriend is sick 😳 http://t.co/1tdVftKQ4p"
"520526189430325249","Full moon. http://t.co/9LSYzXuVtO"
"520526192323997697","@HGT_NuFo I got it on Monday but haven't played it once😔"
"520526194861568000","@vikramuk We have an offshore development center in India...Would you like to outsource?"
"520526201988079616","@JpGrB haha I went back to work and like 5 people asked how my trip was...out of 100!"
"520526204109983744","@SuckaFree_pop I pry fw the game   wyd"
"520526205666078720","Emerson #BusinessMgmt #Job: BIM Manager (#Washington  DC) http://t.co/S5oLFsC8wv #Jobs #TweetMyJobs"
"520526204919881728","What homophobic asses: MT“@Hayleystevens: The true colours of the Sally Morgan operation http://t.co/d4BnV07TRN”"
"520526206270443520","daaaaamn it pandora 😫"
"520526210234056704","Let's go to Bahamas right now @AlexaLevinson @carly_levinson @Brad_Levinson @vinsciortino"
"520526213841170432","@__Cierraa_ okay"
"520526214038319104","I should stop waking up 15 min before i have to leave"
"520526214394839040","Same 😩 RT“@jaydahnicole: can't sleep at night because all I do is overthink”"
"520526218157125632","Not like I said "I love you too."😊"
"520526219042095104","@NdotSmitty Good luck this year playing with Marty going to read up on you guys. Will see you in the NBA soon #Duke"
"520526226541518848","#TheGrindDontStop"
"520526225866252288","My dumbass forgot to wear a sweatshirt http://t.co/0OdXBffyvh"
"520526230240894976","sleepy 😣"
"520526232229019648","Somebody scoop"
"520526235794145280","Off to @A3C (@ Newark Liberty International Airport (EWR) in Newark  NJ) https://t.co/LlqMr2uGsl"
"520526238847610880","I hate waking up for school more than aannyything 😫😒🔫"
"520526239405457408","Exactly."
"520526240164626432","@IggyAzzaIea @iRealFrankOcean y is this nigga going so hard damn he spittin http://t.co/Vq4gmcIIYf"
"520526240978305024","happy bday Sam ily stay fresh 😎😘 😘 @_samyoung35"
"520526243872395264","X-rays and MRI today 👏 yay me"
"520526244568662016","Happy Birthday  @ChelseaWeather ! I hope you have a fun day. #chocolatecake"
"520526246955216897","For #NationalComingOutDay read about my story and work for @SpectrumNetwork http://t.co/T6Wzqi2zu0 @rucomingout and more inspiring lives"
"520526249543102464","#TGIF http://t.co/lqGfAK4Bwr"
"520526250591662080","Rooster Ride. Cock a doodle doo indeed. (at @SoulCycle West Village in New York  NY) https://t.co/97S7uFkDTz"
"520526254819540992","I'm the only one in pajamas at my bus stop cool"
"520526256916676608","Always a good way to kick off the day with an argument with your mom :)"
"520526260452466688","I'm feeling a big comeback in fantasy"
"520526263535288321","i found a way to transfer files from old PS1 memory card to PS3 hdd 　if i use FMCB from PS2 to extract the saves to USB it'll work for sure!"
"520526264356990976","@_Dollzz you're welcome😘😌"
"520526271156346880","@JasonLoetterle http://t.co/WfUCEqa4W8"
"520526275237392384","يا ديني على الأغنية دي! دي الحنين حادفك في آخر الصف يا ياسمين. 😊 RT: “@Jasminologic: محمد محي أهل الملامه http://t.co/ks6jVulU1M”"
"520526277313560576","Here is the line at Comic Con ebrointheam @oldmanebro @laurastylez @@rosenbergradio @ Javits Center http://t.co/eIFlgC2uHK"
"520526279985356800","HOU JUEGA MI SELECCIONNNNN"
"520526281826631680","I miss you.."
"520526281935683584","Them bus drills be putting you on the spot. You forget how to jump in a matter of 6 seconds. You just gotta fall out straight up."
"520526284263550976","Last day if the week for school 😊😝"
"520526286721400832","Soooooo I'm awake bc my sleep schedule is tucked from night shift so who wants to get breakfast 😁😁"
"520526288252313600","What a stomach ache."
"520526288776605696","Sun rising with strawberry swing"
"520526292727660544","I really do be trying so hard."
"520526294153715712","Ugh I really don't wanna go outside!"
"520526295357476864","Happpppy birthday caity I love you so much  ur awesome 😛💗 @Caitfillard"
"520526296800321536","These 6:30am wake ups by my cats are getting old. Real quick."
"520526304735543297","Dude on the train just asked a veteran: "You see any dead bodies over there?" then went on to describe the death videos he's seen online..."
"520526306141016064","This black girl is listening to heavy metal 😂😂😂 turn that shit down df"
"520526306237505536","Goodmorning"
"520526310062698497","ぐっもーにん！ 朝７時になるところ ねむすぎ…今日も頑張ろーと♡ http://t.co/xRUCBFkhtz"
"520526310884777984","drugs you should try 🎧"
"520526310922526721","Happy Friday (#FF) everybody follow me I'll follow you :)"
"520526312705101825","" @ca_rinalol: @thatbitch_mel happy birthday pretty💘 " thanks girly😘"
"520526315070717952","Nao vou reclamar hoje apesar do bagaço q eu to por causa da gripe 😂"
"520526315536261120","It's Fridayyyyyy 💃 gotta get down of Friday 💃🎉😂"
"520526316438044672","@kjmci Audience smaudience. You're practically British now."
"520526321940963329",""@__DaddyJAY: @imwatspopping jus got to work 😩you ?"laying down all bored 😩😩"
"520526326629806081","why do i even try?"
"520526328828035072","👏👏 http://t.co/ZjZ5IoLHig"
"520526328878346240","Friday Confetti - Win Kate Spade  Puppies and a GoPro &amp; Weekend Detox  http://t.co/TwQmZXWVH5"
"520526330107285504","@jadapsmith was the tea as "Peaches" #ALowDownDirtyShame #classic"
"520526331952787456","@ABigSausageBoy atta boy! Tell Lis the secret for le kems"
"520526332321861633","@wired965philly  @BigPhillyShow  Not Afraid is perfect for today 😘"
"520526334112858112","Man if my dress don't come today or tomorrow its gonna be a problem 😒"
"520526338600755201","I have the best dreams ever and I start living hell every time I wake up"
"520526340421087232","@oz0 so I'll see you today sprem"
"520526352425185280","@SkyFootball *shrugs* @AskPayPal"
"520526355617034240","@yPeachy ayee  lol no lyrics rn bruh shit gotta get ready for school"
"520526358574034944","Somebody tell me good morning"
"520526359115091968","Texas Nationalist Movement Meet &amp; Greet  Compadres Restaurant   1500 S. Washington  Kaufman  TX. 10/11 @ 12PM   POC karl.gleim@texnat.org"
"520526359756824576","All honor  thanks  and praise to @JoeGuada my fairy Podfather. He got me started on http://t.co/La0Dx1VdLG so blame him."
"520526360712712192","@J_thejuiceman lol wassup?!"
"520526365117128704","@Da_Coolest_Ever you off lil bitch"
"520526367012945920","“@aviles_gabby: Daily tweet about how much I hate school &amp; need more sleep”"
"520526369990909954","I'm at Milstein Hospital Building - @nyphospital in New York  NY https://t.co/bY2G3lH5VJ"
"520526371949666304","@Madonna you have show me everything since I was 13 year old  girl  I keep doing what I love show the world who is my idol is you. Take care"
"520526374004867072","My dumbass forgot a hoodie"
"520526377188347904","Idc bringing my curler to school"
"520526383379132416","The suns not out why should I be"
"520526383500763136","@_txmiaxo oop too far I gotta be at c101"
"520526386742976513","I am so cold.... #pissed http://t.co/RqYiM5gplm"
"520526392120061954","Pastor's day off! That means hitting the pumpkin patch and getting some new pants. #wildwildlife"
"520526392849891328","Happy birthday to our day one squad member @sandraamichaell  😍😘😍"
"520526393898467328","@robwmjung @brittanysmack No worries my friend.  It's all good."
"520526397924974592","Finally back in PA. (@ Philadelphia International Airport (PHL) in Philadelphia  PA) https://t.co/my2x94i2B3"
"520526398809989120","Am I okay? No no I'm not http://t.co/tzGfjB4Ccj"
"520526404749119488","Again. She was standing on the sidewalk now  again looking down at my lawn. I tried talking to her but she didn't respond."
"520526408872120320","@BarackObama #msnbc #morningjoe seeing trying times not seen since FDR w/added fact world is now truly global-has done very caused outrage"
"520526413397786624","Game today🏈hope I start man!!"
"520526416111484931",""This Mercedes is spacious""
"520526417201987584","At Dunkin Donuts"
"520526421165637632","  the day I was going off all day then said wyd like nothing ever happened."
"520526422688141314","@Ryan915 get better bro."
"520526428019097600","y are the freshman sitting in the back of the bus plz get out"
"520526429017346049","It's Fridayyyyyy 💃 gotta get down on Friday 💃🎉😂"
"520526434688053250","@yvettelouis678 @LipsbyCarla @mygirlshirley @IAmSteveHarvey same to you..."
"520526437003304960","I have awoken to new megas. But...These cants be all  can they?!"
"520526441797419008","@kjmci Hardly  my face is brown."
"520526446813806592","I'm at Donegan &amp; Munsell in East Patchogue  NY https://t.co/ZqeDoPEWPk"
"520526453193342976","Katy perry doing the halftime performance of the Super Bowl this year🙌"
"520526455097544704","Ocean wind  ocean breeze 💙 @ Long Beach   NY http://t.co/piIG1NdJYv"
"520526455047213057","Feliz viernes😘"
"520526458281029632","Just gotta think after 230 four day weekend I can do it"
"520526465910472704","Lol fail"
"520526467604971521","#FF @fetishism_idea @juliastockings @KimJonesSports @WeijiaJiangTV @dessouskokin @mistystonexxx @PantyhoseMabel @M_Marakovits @nlpantyhose"
"520526476467515392","Shit. Didnt even mean to start crying ."
"520526478774378496","Ran my fastest mike ever  did more pull-ups than normal. It's going to be a great Friday."
"520526482675073025","Happy birthday to my bff 💖 love you happy 17!! 😘 @victoriahoang_ http://t.co/XjeJSaapOa"
"520526488480010241","Soooooo I'm awake bc my sleep schedule is fucked from night shift so who wants to get breakfast😁😁"
"520526490371624960","Dead woke up randomly and nowhere close to tired anymore"
"520526491801497600","@fatinbaharum siapa cakap salah? @n_izzah"
"520526492623994881","I'm at Woodrow Wilson Service Area in Hamilton  NJ https://t.co/7ZsdPgLs7I"
"520526495882960896","HOY JUEGA MI SELECCIONNNNN"
"520526498164637696","Live love cambi @sammiejo119 @malloryreynoldz I'm literally gonna fall asleep it's gonna be the longest class ever"
"520526506465169408","@Amara_LV good morning ms letty"
"520526505689223168","Happy Friday."
"520526508402933760","@DasPitones2 bruh that's straight up homo"
"520526512463020032","Today is probably the most iv ever participated in spirt week"
"520526514698604544","That morning fart be killah"
"520526519203278848","happy birthday ur ugly &amp; ihy @Hunter_Henning"
"520526520033738752","Sadly @IHG and @IHGCare this is typical not unusual. Stayed at Beijing airport Crown Plaza Wed  stains all over couch  damage walls..."
"520526522843553795","Hosting workshop w usaid - protecting health workers against Ebola @KPTotalHealth @ Kaiser Permanente… http://t.co/CATIqWpkMG"
"520526523183685633","When I get home from work I have a feeling I'm not gonna wake up till about 8pm"
"520526539788914688","I'm not putting any effort in looking nice for school. ✊✌ it's a bummin it day 👋"
"520526542687207425","I said I wasn't gonna get drunk last night  currently dead 🙈"
"520526550643785729","GAMEDAY BABY 😈😍"
"520526555060391936","Today should be interesting"
"520526556268351488","@rkelchen The metric is not U.S. interest but rather clicks and $$$ from outside U.S. Next paper: rank publisher revenue from Univ rankings?"
"520526558428413952","jessica lange for queen"
"520526558797516800","Hills game straight fire last night! The team played amazing! http://t.co/GA9kE97Edu"
"520526563516100608","I am the only one at my bus stop right now do we really have school today"
"520526565248364544","surpised my dad gave me money"
"520526574995906560","Im taking a mental health day because I desperately need one."
"520526575226589184","Yo no puedo dormir gidib si tengo algo?"
"520526574391930880","Realmente mi suerte esta cag...."
"520526577365712896","Pajama day should be everyday 😍😍😍😍"
"520526579383148544","@mark_mean @1023WBAB @erincolton Erin has had a great hair WEEK according to my daily list of what she wears and hair style #mediastalker"
"520526584911233024","@themetphan going to game tonight? Wings after?"
"520526585687191552","@kalynn_x3 im wearing white and black sir"
"520526586345684992","Heated seats"
"520526588937768960","@Alex_Perez627 your mom 😏"
"520526590225416192","I'm so sad I'm broke"
"520526592280653825","@HeiserDan dan I want to murder you"
"520526584030445569","Royal Navy Type 21 frigate HMS Active (F171) port visit #Tampa #Florida  1994 – photo OS2 J. Bouvia #FrigateFriday http://t.co/TMAczNz6pm"
"520526593085939712","But good morning"
"520526600182697984","😛😍😍😍 http://t.co/PlfQnqlGy3"
"520526605144190976","@FariBurki #MalalaYousafzai did not supported much her home town Swat's girls education as she should. She raised a lot of fund but Swat...?"
"520526615441203200","“@liam_benjamin99: jean weather”always is"
"520526621707886592","@PreppyTay Keep your head up don't let it end bad😅"
"520526619841404928","I looooove her😂😂💞 http://t.co/7wKwrdmccJ"
"520526622618054656","@samanthacrivaro illuminator sounds like some sex toy😂"
"520526624232833024","@rowsee_oh It would be 😪"
"520526625021386752","Had a dream about David Lyon last night. We were married. #truelove #revolution #SebastianMonroe #unhealthyobsession"
"520526631182827520","If these kids aren't cute that are coming in for mrs. Roses class I'm not helping sorry"
"520526631723884544","@speedprayers GOD IS GREATER THAN WHAT YOU ARE FACING NOW!  SPEAK AND BRING IT INTO CAPTIVITY WITH THE WORD OF GOD. BE CONFIDENT IN THE LORD"
"520526633338683392","I'm not ready yet for the weather to be this cold 😩😩"
"520526634303385600","I wish the game was home today"
"520526637117767680","ㅁㄴㅇㄹ"
"520526637230993408","Nobody knows my struggle rn over today already"
"520526638447345664","cute picture to wake up to lol 😀"
